eye_fixation_duration,number_of_annotations,timestamp,class_path,participant_number,task_id,number_of_dependencies
645.64,2,20240115091637929,ch.unisg.tapastasks.tasks.adapter.in.web.DeleteTaskFromTaskListWebController,2.0,12,23.0
588.95,4,20240115095554272,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTaskFromTaskListWebController,15.0,14.0,35.0
697.84,10,20240115094000814,ch.unisg.tapastasks.tasks.adapter.in.web.RetrieveTasksByStatusWebController,5.0,5.0,25.0
697.21,4,20240115090928739,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.MongoTaskDocument,12,12,26.0
553.59,12,20240115090655987,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskMapper,12,12,412
564.35,10,20240115093548682,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapter,2.0,12,54.0
189.03,6,20240115095807391,ch.unisg.tapastasks.tasks.adapter.out.persistence.mongodb.TaskPersistenceAdapterTest,12,12,612
272.63,10,20240115090035205,ch.unisg.tapastasks.tasks.adapter.out.web.PublishDelegatedTaskExecutedEventWebAdapter,12,12,26.0
345.23,13,20240115093153082,ch.unisg.tapastasks.tasks.adapter.out.web.PublishNewTaskAddedEventWebAdapter,4.0,12,35.0
343.10,4,20240115094519231,ch.unisg.tapastasks.tasks.AddNewTaskToTaskListSystemTest,12,12,39.0
288.86,3,20240115091231241,ch.unisg.tapastasks.tasks.application.handler.TaskAssignedHandler,12,12,16.0
166.98,2,20240115092952868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
401.93,15,20240115094833707,ch.unisg.tapastasks.tasks.application.handler.TaskExecutedHandler,1.0,12,26.0
219.39,8,20240115094006429,ch.unisg.tapastasks.tasks.application.handler.TaskStartedHandler,12,12,16.0
510.58,11,20240115094838453,ch.unisg.tapastasks.tasks.application.port.in.AddNewTaskToTaskListCommand,12,12,19.0
290.59,8,20240115093039661,ch.unisg.tapastasks.tasks.application.port.in.CheckStatusOfTaskQuery,12,12,9.0
180.31,15,20240115092655477,ch.unisg.tapastasks.tasks.application.port.in.DeleteTaskFromTaskListQuery,12,12,9.0
582.81,5,20240115091958450,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTaskFromTaskListQuery,12,12,9.0
375.67,15,20240115093222821,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTasksByStatusQuery,12,12,9.0
445.96,3,20240115092336003,ch.unisg.tapastasks.tasks.application.port.in.TaskAssignedEvent,12,12,12.0
330.16,7,20240115095447753,ch.unisg.tapastasks.tasks.application.port.in.TaskExecutedEvent,12,12,15.0
351.68,2,20240115091001309,ch.unisg.tapastasks.tasks.application.port.in.TaskStartedEvent,12,12,12.0
407.63,9,20240115092732399,ch.unisg.tapastasks.tasks.application.port.out.DelegatedTaskExecutedEvent,12,12,112
538.08,8,20240115095226955,ch.unisg.tapastasks.tasks.application.port.out.NewTaskAddedEvent,12,12,12.0
429.41,14,20240115092309463,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListService,5.0,12,39.0
533.02,6,20240115091952107,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListServiceTest,12,12,33.0
448.18,11,20240115094837716,ch.unisg.tapastasks.tasks.application.service.CheckStatusOfTaskService,2.0,12,212
356.92,12,20240115091432306,ch.unisg.tapastasks.tasks.application.service.DeleteTaskFromTaskListService,12,12,21.0
679.64,10,20240115090958449,ch.unisg.tapastasks.tasks.application.service.NoOpTaskListLock,2.0,12,11.0
307.44,12,20240115091222507,ch.unisg.tapastasks.tasks.application.service.RetrieveTaskFromTaskListService,2.0,12,212
107.62,3,20240115094557237,ch.unisg.tapastasks.tasks.application.service.RetrieveTasksByStatusService,12,12,14.0
398.21,4,20240115090144078,ch.unisg.tapastasks.tasks.archunit.Adapters,12,12,45.0
414.52,10,20240115095614324,ch.unisg.tapastasks.tasks.archunit.ApplicationLayer,12,12,42.0
559.87,15,20240115090625745,ch.unisg.tapastasks.tasks.archunit.ArchitectureElement,12,12,512
295.47,6,20240115093349207,ch.unisg.tapastasks.tasks.archunit.HexagonalArchitecture,12,12,44.0
288.26,12,20240115095859064,ch.unisg.tapastasks.tasks.DependencyRuleTests,12,12,13.0
477.84,8,20240115092531878,ch.unisg.tapastasks.tasks.domain.Task,5.0,1.0,56.0
485.60,14,20240115090323533,ch.unisg.tapastasks.tasks.domain.TaskList,112,1.0,77.0
367.85,7,20240115094706096,ch.unisg.tapastasks.tasks.domain.TaskNotFoundError,12,12,1.0
106.75,11,20240115095752435,ch.unisg.app.AppApplication,2.0,12,17.0
622.27,9,20240115094230954,ch.unisg.app.AppApplicationTests,12,12,6.0
490.28,7,20240115090417792,ch.unisg.app.HelloController,12,12,7.0
603.84,15,20240115094436137,ch.unisg.app.NewExecutorController,1.0,12,67.0
404.63,5,20240115093251958,ch.unisg.app.NewTaskController,5.0,12,97.0
566.02,12,20240115095152558,ch.unisg.tapas.auctionhouse.adapter.common.clients.TapasMqttClient,37.0,36.0,87.0
147.73,8,20240115090254859,ch.unisg.tapas.auctionhouse.adapter.common.formats.AuctionJsonRepresentation,6.0,6.0,67.0
713.49,14,20240115093012143,ch.unisg.tapas.auctionhouse.adapter.common.formats.BidJsonRepresentation,12,12,22.0
227.20,11,20240115092953526,ch.unisg.tapas.auctionhouse.adapter.common.formats.DelegateTaskJsonRepresentation,12,12,18.0
234.09,13,20240115092014339,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorAddedEventListenerHttpAdapter,4.0,4.0,18.0
100.00,2,20240115090835502,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorRemovedEventListenerHttpAdapter,4.0,4.0,16.0
100.00,15,20240115091743061,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionHouseEventMqttDispatcher,23.0,22.0,49.0
648.71,10,20240115092523648,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionStartedEventListenerMqttAdapter,3.0,3.0,41.0
137.73,4,20240115094321014,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.ExecutorAddedEventListenerMqttAdapter,6.0,4.0,31.0
403.41,15,20240115095057455,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.PlaceBidForAuctionEventListenerMqttAdapter,12,12,31.0
415.12,3,20240115095528085,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.AuctionStartedEventListenerWebSubAdapter,3.0,3.0,49.0
573.32,11,20240115090015507,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.WebSubIntentVerificationListener,4.0,3.0,212
100.00,8,20240115090139488,ch.unisg.tapas.auctionhouse.adapter.in.web.LaunchAuctionWebController,18.0,15.0,43.0
327.57,10,20240115092205754,ch.unisg.tapas.auctionhouse.adapter.in.web.PlaceBidForAuctionWebController,12,12,22.0
302.39,3,20240115090030781,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveAuctionWebController,13.0,13.0,34.0
319.44,7,20240115090949907,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveOpenAuctionsWebController,14.0,13.0,412
651.09,6,20240115091143060,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedDirectoryWebController,13.0,12.0,512
420.64,9,20240115095758531,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedWebController,11.0,11.0,24.0
534.69,8,20240115092436952,ch.unisg.tapas.auctionhouse.adapter.out.messaging.http.AuctionWonEventHttpAdapter,5.0,4.0,39.0
513.03,12,20240115093936246,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PlaceBidForAuctionMqttAdapter,4.0,3.0,35.0
654.74,11,20240115092503783,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PublishAuctionStartedEventMqttAdapter,6.0,3.0,42.0
255.54,4,20240115095259067,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.SubscribeToAuctionFeedMqttAdapter,3.0,12,24.0
515.46,9,20240115091820258,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.PublishAuctionStartedEventWebSubAdapter,112,3.0,43.0
399.62,11,20240115090443042,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.SubscribeToAuctionFeedWebSubAdapter,4.0,12,47.0
624.62,15,20240115091510029,ch.unisg.tapas.auctionhouse.adapter.out.web.AuctionHouseDirectoryAdapter,9.0,7.0,38.0
100.00,11,20240115094111704,ch.unisg.tapas.auctionhouse.adapter.out.web.PlaceBidForAuctionHttpAdapter,3.0,3.0,32.0
583.19,10,20240115092908542,ch.unisg.tapas.auctionhouse.application.handler.AuctionStartedHandler,112,112,36.0
547.44,8,20240115095519689,ch.unisg.tapas.auctionhouse.application.handler.ExecutorAddedHandler,12,12,8.0
212.27,8,20240115095504336,ch.unisg.tapas.auctionhouse.application.handler.ExecutorRemovedHandler,4.0,4.0,11.0
501.78,4,20240115095938674,ch.unisg.tapas.auctionhouse.application.port.in.auctions.AuctionStartedEvent,3.0,3.0,12.0
102.34,4,20240115090249227,ch.unisg.tapas.auctionhouse.application.port.in.auctions.LaunchAuctionCommand,112,112,28.0
557.66,12,20240115094313215,ch.unisg.tapas.auctionhouse.application.port.in.auctions.PlaceBidForAuctionEvent,12,12,112
265.00,11,20240115090041510,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveAuctionQuery,3.0,3.0,12.0
665.01,5,20240115095405907,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveOpenAuctionsQuery,4.0,4.0,5.0
453.01,10,20240115095556799,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorAddedEvent,8.0,8.0,212
399.98,9,20240115090252283,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorRemovedEvent,8.0,8.0,17.0
270.55,4,20240115094515145,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedCommand,3.0,3.0,12.0
194.46,14,20240115092921862,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedDirectoryCommand,3.0,3.0,12.0
592.50,8,20240115091316715,ch.unisg.tapas.auctionhouse.application.port.out.OutputPortError,12,12,5.0
213.83,2,20240115095130727,ch.unisg.tapas.auctionhouse.application.service.PlaceBidForAuctionService,12,12,16.0
655.31,10,20240115090113687,ch.unisg.tapas.auctionhouse.application.service.RetrieveAuctionService,4.0,4.0,11.0
504.04,11,20240115090659984,ch.unisg.tapas.auctionhouse.application.service.RetrieveOpenAuctionsService,4.0,4.0,11.0
343.54,14,20240115092429878,ch.unisg.tapas.auctionhouse.application.service.StartAuctionService,16.0,11.0,47.0
691.36,5,20240115092841558,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedDirectoryService,12,12,17.0
346.21,11,20240115092416195,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedService,12,12,9.0
496.76,15,20240115092302518,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
501.28,13,20240115093323231,ch.unisg.tapas.auctionhouse.domain.AuctionNotFoundError,12,12,1.0
601.01,10,20240115090311323,ch.unisg.tapas.auctionhouse.domain.AuctionRegistry,41.0,41.0,84.0
424.95,10,20240115090108740,ch.unisg.tapas.auctionhouse.domain.AuctionStartedEvent,3.0,3.0,112
408.85,3,20240115092500928,ch.unisg.tapas.auctionhouse.domain.AuctionWonEvent,4.0,3.0,14.0
265.18,13,20240115094707119,ch.unisg.tapas.auctionhouse.domain.Bid,22.0,11.0,39.0
153.22,9,20240115090031335,ch.unisg.tapas.auctionhouse.domain.ExecutorRegistry,26.0,26.0,64.0
262.50,8,20240115094643786,ch.unisg.tapas.common.ConfigProperties,42.0,42.0,68.0
750.00,14,20240115095757073,ch.unisg.tapas.common.SelfValidating,4.0,4.0,17.0
359.59,8,20240115092316449,ch.unisg.tapas.TapasAuctionHouseApplication,3.0,3.0,9.0
555.30,15,20240115090617721,ch.unisg.tapas.TapasAuctionHouseApplicationTests,12,12,6.0
262.43,10,20240115094455364,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
702.79,3,20240115090958649,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
697.76,6,20240115094356843,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
648.01,3,20240115093815037,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
230.42,10,20240115093007056,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
471.85,10,20240115094908495,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
325.66,4,20240115092529742,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
165.72,8,20240115095605667,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
438.18,6,20240115093906942,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
212.91,11,20240115092130645,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
377.67,3,20240115093900933,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.NewExecutorAvailableEvent,12,12,8.0
413.27,7,20240115091325546,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,6.0
340.74,13,20240115090525849,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AddExecutorToExecutorListService,12,12,212
382.58,3,20240115091659923,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
293.42,3,20240115093800085,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Executor,1.0,12,42.0
392.76,9,20240115095146049,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.ExecutorList,12,12,24.0
310.97,9,20240115094848342,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Task,12,12,32.0
662.06,6,20240115093949594,ch.unisg.tapasexecutorcalculator.TapasExecutorCalculatorApplication,12,12,6.0
546.52,15,20240115090241706,ch.unisg.tapasexecutorcalculator.TapasExecutorPrinterApplicationTests,12,12,6.0
279.07,2,20240115091623644,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorJsonRepresentation,1.0,12,312
325.14,12,20240115094229086,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorTypeJsonRepresentation,1.0,12,9.0
509.43,10,20240115093357806,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.RetrieveExecutorByTypeJsonRepresentation,12,12,26.0
416.68,13,20240115095039418,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebController,1.0,12,32.0
556.77,15,20240115090251600,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebControllerTest,4.0,12,36.0
219.68,15,20240115094023655,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.DeleteExecutorFromExecutorPoolWebController,2.0,12,23.0
509.39,7,20240115093004579,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorById,12,12,19.0
194.78,8,20240115094449399,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorByTypeWebController,1.0,12,28.0
111.01,8,20240115090647972,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorMapper,12,12,18.0
361.63,10,20240115095331481,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapter,2.0,12,47.0
530.85,11,20240115091532921,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapterTest,2.0,12,47.0
180.59,3,20240115093445515,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.MongoExecutorDocument,12,12,19.0
542.64,7,20240115094204533,ch.unisg.tapasexecutorpool.executorpool.adapter.out.web.PublishExecutorDeletedWebAdapter,2.0,12,412
420.43,10,20240115091853178,ch.unisg.tapasexecutorpool.executorpool.AddNewExecutorToExecutorPoolSystemTest,1.0,12,39.0
353.48,5,20240115092708246,ch.unisg.tapasexecutorpool.executorpool.application.port.in.AddNewExecutorToExecutorPoolCommand,12,12,17.0
186.69,7,20240115091945803,ch.unisg.tapasexecutorpool.executorpool.application.port.in.DeleteExecutorFromExecutorPoolQuery,12,12,8.0
403.34,2,20240115092642293,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByIdQuery,12,12,7.0
255.91,4,20240115094859275,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByTypeQuery,12,12,8.0
536.01,4,20240115092454974,ch.unisg.tapasexecutorpool.executorpool.application.service.AddNewExecutorToExecutorPoolService,12,12,33.0
461.37,11,20240115092601845,ch.unisg.tapasexecutorpool.executorpool.application.service.DeleteExecutorFromExecutorPoolService,12,12,23.0
411.24,6,20240115091110303,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByIdService,12,12,22.0
228.27,13,20240115090022585,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeService,12,12,15.0
356.08,4,20240115090433111,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeServiceTest,4.0,12,41.0
247.44,10,20240115092651074,ch.unisg.tapasexecutorpool.executorpool.DependencyRuleTest,12,12,24.0
425.87,10,20240115095859209,ch.unisg.tapasexecutorpool.executorpool.domain.Executor,12,12,58.0
272.27,7,20240115094704040,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorNotFoundError,12,12,1.0
335.66,5,20240115094042858,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorPool,12,12,54.0
461.72,2,20240115091520961,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorTest,9.0,12,29.0
642.39,5,20240115094602205,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplication,12,12,7.0
431.92,8,20240115090611010,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplicationTests,12,12,6.0
370.20,11,20240115093055423,ch.unisg.tapasexecutorprinter.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
531.65,10,20240115090947963,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
629.29,9,20240115095816553,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
100.00,3,20240115092802522,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
521.58,3,20240115090730715,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
354.06,4,20240115095858654,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
511.00,2,20240115091224241,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
235.78,3,20240115092217893,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
386.85,12,20240115093943263,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
485.86,14,20240115091123423,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
643.22,6,20240115091447195,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.NewExecutorAvailableEvent,12,12,8.0
392.00,7,20240115095253351,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.TaskUpdatedEvent,12,12,6.0
403.78,3,20240115090745009,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AddExecutorToExecutorListService,12,12,212
589.05,12,20240115094512322,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AssignedTaskToExecutorService,112,12,42.0
461.50,8,20240115090818007,ch.unisg.tapasexecutorprinter.executorprinter.domain.Executor,1.0,12,38.0
410.38,4,20240115095122341,ch.unisg.tapasexecutorprinter.executorprinter.domain.ExecutorList,12,12,24.0
233.83,15,20240115092025873,ch.unisg.tapasexecutorprinter.executorprinter.domain.Task,12,12,32.0
200.47,2,20240115095901696,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplication,12,12,6.0
585.81,3,20240115090825616,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplicationTests,12,12,6.0
487.74,10,20240115091028274,ch.unisg.tapasexecutorweatherman.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
485.29,8,20240115092753041,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
626.73,12,20240115090243476,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
348.29,2,20240115091311108,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
399.64,10,20240115095346060,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
504.57,11,20240115091513236,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
385.77,5,20240115092109796,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.out.TaskUpdatedEvent,12,12,6.0
234.34,2,20240115095238623,ch.unisg.tapasexecutorweatherman.executorweatherman.application.service.AssignedTaskToExecutorService,6.0,12,38.0
405.97,15,20240115094316487,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Executor,8.0,12,612
100.00,7,20240115092243832,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Task,12,12,32.0
570.15,2,20240115090338190,ch.unisg.tapasexecutorweatherman.TapasExecutorPrinterApplicationTests,12,12,6.0
509.88,13,20240115091325546,ch.unisg.tapasexecutorweatherman.TapasExecutorWeathermanApplication,12,12,6.0
447.37,15,20240115091916340,ch.unisg.tapasroster.common.SelfValidating,4.0,4.0,17.0
547.73,9,20240115095143400,ch.unisg.tapasroster.roster.adapter.in.formats.AssignmentsJsonRepresentation,7.0,12,45.0
388.03,4,20240115094856931,ch.unisg.tapasroster.roster.adapter.in.formats.ExecutorJsonRepresentation,12,12,212
273.91,12,20240115090934393,ch.unisg.tapasroster.roster.adapter.in.formats.TaskEventJsonRepresentation,12,12,112
546.98,2,20240115092116623,ch.unisg.tapasroster.roster.adapter.in.formats.TaskJsonRepresentation,12,12,23.0
270.39,8,20240115095135950,ch.unisg.tapasroster.roster.adapter.in.messaging.http.TaskEventDispatcher,12,12,26.0
396.33,9,20240115090113408,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveAvailableExecutorWebController,1.0,12,32.0
234.23,3,20240115092919031,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveTaskFromTastListWebController,1.0,12,34.0
565.17,5,20240115090759109,ch.unisg.tapasroster.roster.adapter.in.web.RetrieveAllAssignmentsWebController,12,12,19.0
282.80,13,20240115090449845,ch.unisg.tapasroster.roster.adapter.out.formats.AuctionJsonRepresentation,12,12,22.0
581.99,9,20240115091803415,ch.unisg.tapasroster.roster.adapter.out.formats.ExecutorJsonRepresentation,12,12,18.0
395.29,11,20240115090728015,ch.unisg.tapasroster.roster.adapter.out.formats.FindExecutorByTypeRequestJsonRepresentation,1.0,12,9.0
491.83,4,20240115094042218,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentMapper,12,12,37.0
750.00,8,20240115094303336,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentPersistenceAdapter,12,12,31.0
359.12,12,20240115090340968,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.MongoAssignmentDocument,12,12,38.0
647.09,3,20240115092825002,ch.unisg.tapasroster.roster.adapter.out.web.FindExecutorByTypeWebAdapter,16.0,12,61.0
505.11,8,20240115095833536,ch.unisg.tapasroster.roster.adapter.out.web.LaunchAuctionWebAdapter,12,12,37.0
424.43,4,20240115093522183,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskAssignedToExecutorEventWebAdapter,12,12,31.0
250.65,15,20240115092952170,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,38.0
470.29,15,20240115090921607,ch.unisg.tapasroster.roster.application.port.in.AddExecutorToAvailableExecutorsCommand,12,12,17.0
234.55,8,20240115094629812,ch.unisg.tapasroster.roster.application.port.in.AddTaskToAssignmentsCommand,12,12,8.0
311.91,11,20240115093308456,ch.unisg.tapasroster.roster.application.port.in.AssignTaskToExecutorCommand,12,12,8.0
484.53,15,20240115092716885,ch.unisg.tapasroster.roster.application.port.in.TaskEvent,12,12,9.0
240.92,6,20240115094204142,ch.unisg.tapasroster.roster.application.port.out.TaskAssignedToExecutorEvent,12,12,19.0
503.25,15,20240115094105107,ch.unisg.tapasroster.roster.application.port.out.TaskUpdatedEvent,12,12,6.0
313.59,14,20240115091837500,ch.unisg.tapasroster.roster.application.service.AddExecutorToAvailableExecutorsService,12,12,16.0
738.66,11,20240115094441220,ch.unisg.tapasroster.roster.application.service.AddTaskToAssignmentsService,12,12,24.0
450.41,5,20240115090500791,ch.unisg.tapasroster.roster.application.service.AssignTaskToExecutorService,5.0,12,37.0
690.55,3,20240115092419145,ch.unisg.tapasroster.roster.application.service.GetAllAssignmentsService,12,12,12.0
124.17,13,20240115092959365,ch.unisg.tapasroster.roster.application.service.TaskEventHandlerService,2.0,12,44.0
275.22,11,20240115091845388,ch.unisg.tapasroster.roster.AssignTaskToExecutorSystemTest,1.0,12,44.0
382.53,10,20240115095240808,ch.unisg.tapasroster.roster.DependencyRuleTest,12,12,23.0
442.68,13,20240115094237987,ch.unisg.tapasroster.roster.domain.Assignment,2.0,12,79.0
199.57,5,20240115094322033,ch.unisg.tapasroster.roster.domain.AssignmentList,12,12,28.0
333.41,14,20240115091031455,ch.unisg.tapasroster.roster.domain.AssignmentNotFoundError,12,12,2.0
139.99,11,20240115091125313,ch.unisg.tapasroster.roster.domain.Executor,12,12,24.0
533.07,14,20240115094746334,ch.unisg.tapasroster.roster.domain.ExecutorList,12,12,25.0
264.39,3,20240115093119729,ch.unisg.tapasroster.roster.domain.Task,12,12,24.0
408.75,9,20240115094715160,ch.unisg.tapasroster.TapasRosterApplication,12,12,6.0
511.04,11,20240115093741894,ch.unisg.tapasroster.TapasRosterApplicationTests,12,12,6.0
439.90,9,20240115094928493,ch.unisg.tapastasks.common.SelfValidating,4.0,4.0,17.0
423.02,9,20240115093222854,ch.unisg.tapastasks.TapasTasksApplication,12,12,8.0
458.44,3,20240115093250981,ch.unisg.tapastasks.TapasTasksApplicationTests,12,12,6.0
495.81,12,20240115091728799,ch.unisg.tapastasks.tasks.adapter.in.formats.StatusJsonRepresentation,13.0,11.0,31.0
443.24,2,20240115092216838,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonPatchRepresentation,28.0,28.0,78.0
331.32,5,20240115094938961,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonRepresentation,53.0,33.0,117.0
